Liver,Season,Sex,Age,Flukepa,NoFlukes,Taeniapa,NoBladderworms,Coinfectedpa,DHA,DHA.code,Liver.mass,area.km2,ann.harvest,deer.den,elev,elev.var,wet.mean,open.mean,dev.mean,devtot,decid.mean,evmix.mean,foredge.mean,devlo.mean,devmh.mean,wet2.mean,evmix2.mean,decid2.mean,grasscrop2.mean,devo.mean,intensity.mean,PC1,PC2
L221,2017,M,fawn,0,0,0,0,0,12b,q,581,2.9737281,22.8,7.667143476,419.890507,59.424478,17.11999,20.517718,21.7274799,42.2451979,27.64827027,11.5659138,1.323044,13.131982,8.5954979,17.33893,20.457514,25.47081,3.87756384,32.855177,32.614788,-1.609460858,0.85317231
L234,2018,F,na,1,1,0,0,0,12b,q,1216,2.9737281,22.8,7.667143476,419.890507,59.424478,17.11999,20.517718,21.7274799,42.2451979,27.64827027,11.5659138,1.323044,13.131982,8.5954979,17.33893,20.457514,25.47081,3.87756384,32.855177,32.614788,-1.626727128,1.091633487
L249,2018,na,na,0,0,0,0,0,12b,q,618,2.9737281,22.8,7.667143476,419.890507,59.424478,17.11999,20.517718,21.7274799,42.2451979,27.64827027,11.5659138,1.323044,13.131982,8.5954979,17.33893,20.457514,25.47081,3.87756384,32.855177,32.614788,-1.610466924,0.867066899
L250,2018,F,adult,0,0,0,0,0,12b,q,1246,2.9737281,22.8,7.667143476,419.890507,59.424478,17.11999,20.517718,21.7274799,42.2451979,27.64827027,11.5659138,1.323044,13.131982,8.5954979,17.33893,20.457514,25.47081,3.87756384,32.855177,32.614788,-1.627542857,1.10289937
L263,2018,M,adult,1,1,0,0,0,12b,q,1628,2.9737281,22.8,7.667143476,419.890507,59.424478,17.11999,20.517718,21.7274799,42.2451979,27.64827027,11.5659138,1.323044,13.131982,8.5954979,17.33893,20.457514,25.47081,3.87756384,32.855177,32.614788,-1.63792981,1.246351605
L275,2018,M,3.5,1,2,0,0,0,12b,q,2380,2.9737281,22.8,7.667143476,419.890507,59.424478,17.11999,20.517718,21.7274799,42.2451979,27.64827027,11.5659138,1.323044,13.131982,8.5954979,17.33893,20.457514,25.47081,3.87756384,32.855177,32.614788,-1.658377424,1.528749723
L054,2015,na,na,1,5,0,0,0,13,r,1145,5.3493548,14.6,2.729301111,410.9308595,147.8159413,20.12611,7.452943,9.5658256,17.0187686,48.49448617,11.7309816,2.601836,5.073075,4.4927506,17.42349,17.800873,46.92268,2.86524291,14.987717,26.033872,0.472397886,1.472404964
L089,2015,F,fawn,1,3,0,0,0,13,r,900,5.3493548,14.6,2.729301111,410.9308595,147.8159413,20.12611,7.452943,9.5658256,17.0187686,48.49448617,11.7309816,2.601836,5.073075,4.4927506,17.42349,17.800873,46.92268,2.86524291,14.987717,26.033872,0.479059675,1.380400258
L132,2016,na,na,0,0,1,1,0,13,r,778,5.3493548,14.6,2.729301111,410.9308595,147.8159413,20.12611,7.452943,9.5658256,17.0187686,48.49448617,11.7309816,2.601836,5.073075,4.4927506,17.42349,17.800873,46.92268,2.86524291,14.987717,26.033872,0.482376974,1.334585669
L139,2016,M,yearling,0,0,0,0,0,13,r,1116,5.3493548,14.6,2.729301111,410.9308595,147.8159413,20.12611,7.452943,9.5658256,17.0187686,48.49448617,11.7309816,2.601836,5.073075,4.4927506,17.42349,17.800873,46.92268,2.86524291,14.987717,26.033872,0.473186424,1.461514611
L140,2016,F,yearling,0,0,1,1,0,13,r,1010,5.3493548,14.6,2.729301111,410.9308595,147.8159413,20.12611,7.452943,9.5658256,17.0187686,48.49448617,11.7309816,2.601836,5.073075,4.4927506,17.42349,17.800873,46.92268,2.86524291,14.987717,26.033872,0.476068667,1.421708493
L150,2016,M,fawn,0,0,0,0,0,13,r,846,5.3493548,14.6,2.729301111,410.9308595,147.8159413,20.12611,7.452943,9.5658256,17.0187686,48.49448617,11.7309816,2.601836,5.073075,4.4927506,17.42349,17.800873,46.92268,2.86524291,14.987717,26.033872,0.480527987,1.360121669
L230,2018,M,2.5,1,1,0,0,0,13,r,1040,5.3493548,14.6,2.729301111,410.9308595,147.8159413,20.12611,7.452943,9.5658256,17.0187686,48.49448617,11.7309816,2.601836,5.073075,4.4927506,17.42349,17.800873,46.92268,2.86524291,14.987717,26.033872,0.475252938,1.432974375
L233,2018,M,adult,1,17,0,0,0,13,r,1637,5.3493548,14.6,2.729301111,410.9308595,147.8159413,20.12611,7.452943,9.5658256,17.0187686,48.49448617,11.7309816,2.601836,5.073075,4.4927506,17.42349,17.800873,46.92268,2.86524291,14.987717,26.033872,0.459019925,1.657165435
L262,2018,F,adult,0,0,0,0,0,13,r,1028,5.3493548,14.6,2.729301111,410.9308595,147.8159413,20.12611,7.452943,9.5658256,17.0187686,48.49448617,11.7309816,2.601836,5.073075,4.4927506,17.42349,17.800873,46.92268,2.86524291,14.987717,26.033872,0.47557923,1.428468022
L106,2015,na,na,1,1,0,0,0,14,s,1071,3.8759011,5.8,1.496426212,421.0141718,165.2603015,25.57207,3.840512,1.4270704,5.2675824,55.08172219,4.7028354,9.368448,1.158434,0.2686364,23.77192,5.549808,62.62168,1.23194714,6.824649,22.600325,1.160934686,2.247783797
L124,2015,na,na,1,9,0,0,0,14,s,1215,3.8759011,5.8,1.496426212,421.0141718,165.2603015,25.57207,3.840512,1.4270704,5.2675824,55.08172219,4.7028354,9.368448,1.158434,0.2686364,23.77192,5.549808,62.62168,1.23194714,6.824649,22.600325,1.157019185,2.301860032
L229,2018,F,3,1,1,0,0,0,14,s,941,3.8759011,5.8,1.496426212,421.0141718,165.2603015,25.57207,3.840512,1.4270704,5.2675824,55.08172219,4.7028354,9.368448,1.158434,0.2686364,23.77192,5.549808,62.62168,1.23194714,6.824649,22.600325,1.164469512,2.198964973
L093,2015,F,adult,0,0,0,0,0,20c,t,1289,1.5282253,1.2,0.785224535,425.2950644,15.93007173,60.52246,3.907319,6.6740108,10.5813298,27.284449,0.3872921,1.211981,3.840457,2.8335538,50.30748,2.480445,33.87934,3.90770226,9.425038,32.707658,-0.128726257,4.146369526
L105,2015,na,na,1,1,0,0,0,20c,t,1118,1.5282253,1.2,0.785224535,425.2950644,15.93007173,60.52246,3.907319,6.6740108,10.5813298,27.284449,0.3872921,1.211981,3.840457,2.8335538,50.30748,2.480445,33.87934,3.90770226,9.425038,32.707658,-0.1240766,4.082153996
L254,2018,F,2.5,1,3,0,0,0,20c,t,1398,1.5282253,1.2,0.785224535,425.2950644,15.93007173,60.52246,3.907319,6.6740108,10.5813298,27.284449,0.3872921,1.211981,3.840457,2.8335538,50.30748,2.480445,33.87934,3.90770226,9.425038,32.707658,-0.131690073,4.187302232
L247,2018,F,adult,0,0,0,0,0,15a,u,957,1.3645838,0.6,0.439694506,375.4210801,282.4118534,30.53523,7.29054,4.2154318,11.5059718,42.49235142,14.3446844,1.121765,3.067254,1.1481778,21.25022,13.982605,54.87037,1.92940604,7.967403,18.566676,0.281911578,1.682321553
L062,2015,na,na,1,1,1,4,1,15b,v,1241,1.143365,11,9.62072479,384.1656986,272.3613178,9.146927,14.561887,7.1005523,21.6624393,34.12559457,34.2773303,0.7689833,4.510303,2.5902493,9.87374,37.965722,26.77956,1.74423606,23.636739,27.453807,-1.228998853,-0.507459458
L075,2015,na,na,0,0,1,2,0,15b,v,929,1.143365,11,9.62072479,384.1656986,272.3613178,9.146927,14.561887,7.1005523,21.6624393,34.12559457,34.2773303,0.7689833,4.510303,2.5902493,9.87374,37.965722,26.77956,1.74423606,23.636739,27.453807,-1.220515268,-0.624624635
L104,2015,F,fawn,0,0,0,0,0,15b,v,446,1.143365,11,9.62072479,384.1656986,272.3613178,9.146927,14.561887,7.1005523,21.6624393,34.12559457,34.2773303,0.7689833,4.510303,2.5902493,9.87374,37.965722,26.77956,1.74423606,23.636739,27.453807,-1.207382027,-0.806005341
L136,2016,na,na,0,0,0,0,0,15b,v,780,1.143365,11,9.62072479,384.1656986,272.3613178,9.146927,14.561887,7.1005523,21.6624393,34.12559457,34.2773303,0.7689833,4.510303,2.5902493,9.87374,37.965722,26.77956,1.74423606,23.636739,27.453807,-1.216463813,-0.680578518
L142,2016,na,na,1,1,0,0,0,15b,v,1068,1.143365,11,9.62072479,384.1656986,272.3613178,9.146927,14.561887,7.1005523,21.6624393,34.12559457,34.2773303,0.7689833,4.510303,2.5902493,9.87374,37.965722,26.77956,1.74423606,23.636739,27.453807,-1.224294814,-0.572426047
L144,2016,F,adult,1,1,0,0,0,15b,v,1433,1.143365,11,9.62072479,384.1656986,272.3613178,9.146927,14.561887,7.1005523,21.6624393,34.12559457,34.2773303,0.7689833,4.510303,2.5902493,9.87374,37.965722,26.77956,1.74423606,23.636739,27.453807,-1.23421952,-0.435357811
L166,2016,na,na,1,3,0,0,0,15b,v,1073,1.143365,11,9.62072479,384.1656986,272.3613178,9.146927,14.561887,7.1005523,21.6624393,34.12559457,34.2773303,0.7689833,4.510303,2.5902493,9.87374,37.965722,26.77956,1.74423606,23.636739,27.453807,-1.224430769,-0.5705484
L203,2017,F,adult,1,1,0,0,0,15b,v,1203,1.143365,11,9.62072479,384.1656986,272.3613178,9.146927,14.561887,7.1005523,21.6624393,34.12559457,34.2773303,0.7689833,4.510303,2.5902493,9.87374,37.965722,26.77956,1.74423606,23.636739,27.453807,-1.227965596,-0.521729576
L211,2017,na,na,1,3,1,1,1,15b,v,1248,1.143365,11,9.62072479,384.1656986,272.3613178,9.146927,14.561887,7.1005523,21.6624393,34.12559457,34.2773303,0.7689833,4.510303,2.5902493,9.87374,37.965722,26.77956,1.74423606,23.636739,27.453807,-1.22918919,-0.504830753
L215,2017,F,adult,1,1,0,0,0,15b,v,871,1.143365,11,9.62072479,384.1656986,272.3613178,9.146927,14.561887,7.1005523,21.6624393,34.12559457,34.2773303,0.7689833,4.510303,2.5902493,9.87374,37.965722,26.77956,1.74423606,23.636739,27.453807,-1.218938192,-0.646405341
L253,2018,F,yearling,0,0,0,0,0,15b,v,1108,1.143365,11,9.62072479,384.1656986,272.3613178,9.146927,14.561887,7.1005523,21.6624393,34.12559457,34.2773303,0.7689833,4.510303,2.5902493,9.87374,37.965722,26.77956,1.74423606,23.636739,27.453807,-1.225382453,-0.55740487
L172,2017,F,na,1,8,0,0,0,16b,w,1160,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.03572988,0.528220442
L066,2015,F,fawn,1,2,0,0,0,16b,w,649,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.049624468,0.336324912
L070,2015,na,na,0,0,0,0,0,16b,w,905,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.042663578,0.432460442
L084,2015,na,na,0,0,0,0,0,16b,w,1212,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.034315949,0.547747971
L109,2015,F,fawn,1,1,1,2,1,16b,w,916,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.042364478,0.436591265
L126,2015,na,na,1,3,1,1,1,16b,w,891,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.043044252,0.42720303
L135,2016,na,na,1,12,0,0,0,16b,w,1419,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.028687417,0.62548256
L145,2016,na,na,0,0,0,0,0,16b,w,850,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.044159082,0.411806324
L200,2016,M,na,0,0,1,1,0,16b,w,1407,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.029013708,0.620976207
L224,2017,F,adult,1,5,0,0,0,16b,w,1011,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.039781335,0.472266559
L227,2017,F,fawn,0,0,0,0,0,16b,w,743,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.047068517,0.371624677
L257,2018,F,na,1,1,0,0,0,16b,w,1094,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.037524484,0.503435501
L259,2018,M,fawn,0,0,0,0,0,16b,w,599,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.050984017,0.317548441
L261,2018,M,na,1,0,0,0,0,16b,w,1187,5.2147119,20.6,3.950362052,386.3522461,448.3864057,3.201431,8.491988,5.4774679,13.9694559,68.37760612,11.5856162,2.760738,4.476939,1.0005289,6.526108,9.493696,62.61688,1.99928477,19.364029,26.705944,1.034995723,0.538359736
L055,2015,F,adult,1,2,0,0,0,17d,x,1391,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.445442986,-1.747589545
L129,2016,F,fawn,0,0,0,0,0,17d,x,786,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.428992446,-1.974784839
L130,2016,M,fawn,0,0,0,0,0,17d,x,832,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.430243231,-1.957510486
L131,2016,F,fawn,0,0,0,0,0,17d,x,779,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.428802109,-1.977413545
L158,2016,na,na,0,0,0,0,0,17d,x,732,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.427524133,-1.995063428
L169,2017,M,adult,1,1,0,0,0,17d,x,1101,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.437557603,-1.856493074
L188,2017,F,adult,1,4,0,0,0,17d,x,1520,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.448950622,-1.69914625
L197,2017,M,adult,0,0,0,0,0,17d,x,1186,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.439868836,-1.824573074
L198,2016,F,adult,1,5,0,0,0,17d,x,1008,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.435028842,-1.89141731
L205,2017,F,fawn,0,0,0,0,0,17d,x,793,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.429182782,-1.972156133
L206,2017,M,fawn,0,0,0,0,0,17d,x,659,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.425539192,-2.022477075
L209,2017,F,adult,1,3,0,0,0,17d,x,1410,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.445959615,-1.740454486
L210,2016,M,fawn,0,0,0,0,0,17d,x,933,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.432989519,-1.919582016
L225,2017,F,adult,1,3,0,0,0,17d,x,1008,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.435028842,-1.89141731
L252,2018,M,adult,1,3,0,0,0,17d,x,1655,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.452621404,-1.64844978
L266,2018,M,fawn,0,0,0,0,0,17d,x,750,1.3370208,16.2,12.11649063,279.6298357,712.6190451,0.5217897,15.574717,20.8747495,36.4494665,34.46801224,25.4397388,3.120993,13.475382,7.3993675,2.578302,33.058766,30.81454,1.71555953,31.832837,21.472378,-1.428013571,-1.988303898
L103,2015,na,na,0,0,0,0,0,17b,y,917,3.09532,8.8,2.843001693,327.3418814,233.4146599,8.216968,3.036386,2.8541332,5.8905192,46.8337313,16.920932,22.00447,2.21164,0.6424932,3.488433,34.651845,45.28579,8.62886027,7.945072,28.325576,1.217206682,-0.18599718
L121,2015,na,na,0,0,0,0,0,17b,y,1178,3.09532,8.8,2.843001693,327.3418814,233.4146599,8.216968,3.036386,2.8541332,5.8905192,46.8337313,16.920932,22.00447,2.21164,0.6424932,3.488433,34.651845,45.28579,8.62886027,7.945072,28.325576,1.210109837,-0.087984004
L149,2016,F,yearling,1,17,1,2,1,17b,y,1214,3.09532,8.8,2.843001693,327.3418814,233.4146599,8.216968,3.036386,2.8541332,5.8905192,46.8337313,16.920932,22.00447,2.21164,0.6424932,3.488433,34.651845,45.28579,8.62886027,7.945072,28.325576,1.209130962,-0.074464945
L170,2017,F,na,1,2,1,1,1,17b,y,1147,3.09532,8.8,2.843001693,327.3418814,233.4146599,8.216968,3.036386,2.8541332,5.8905192,46.8337313,16.920932,22.00447,2.21164,0.6424932,3.488433,34.651845,45.28579,8.62886027,7.945072,28.325576,1.210952757,-0.099625415
L217,2017,F,na,1,7,0,0,0,17b,y,1443,3.09532,8.8,2.843001693,327.3418814,233.4146599,8.216968,3.036386,2.8541332,5.8905192,46.8337313,16.920932,22.00447,2.21164,0.6424932,3.488433,34.651845,45.28579,8.62886027,7.945072,28.325576,1.202904228,0.011531291
L260,2018,F,fawn,0,0,0,0,0,17b,y,756,3.09532,8.8,2.843001693,327.3418814,233.4146599,8.216968,3.036386,2.8541332,5.8905192,46.8337313,16.920932,22.00447,2.21164,0.6424932,3.488433,34.651845,45.28579,8.62886027,7.945072,28.325576,1.221584429,-0.246457416
L264,2018,F,adult,1,4,0,0,0,17b,y,1351,3.09532,8.8,2.843001693,327.3418814,233.4146599,8.216968,3.036386,2.8541332,5.8905192,46.8337313,16.920932,22.00447,2.21164,0.6424932,3.488433,34.651845,45.28579,8.62886027,7.945072,28.325576,1.205405798,-0.023017415
L196,2017,na,na,1,7,0,0,0,18,z,1423,1.5325494,3.4,2.21852555,279.3750816,146.7861011,1.497499,4.329148,1.6181876,5.9473356,58.30695254,25.8278748,8.420338,1.424453,0.1937346,5.483785,19.807635,65.37648,3.45824393,5.873857,22.333197,0.848835395,-0.664583295
L199,2017,F,2.5,1,2,1,1,1,18,z,1220,1.5325494,3.4,2.21852555,279.3750816,146.7861011,1.497499,4.329148,1.6181876,5.9473356,58.30695254,25.8278748,8.420338,1.424453,0.1937346,5.483785,19.807635,65.37648,3.45824393,5.873857,22.333197,0.854355163,-0.740815766
L101,2015,na,na,1,1,0,0,0,19a,aa,1196,3.9405144,10.2,2.588494538,247.95976,698.4878203,0.9824565,4.2633,5.4431951,9.7064951,55.06632528,26.6898855,7.543326,4.349169,1.0940261,0.7895454,30.398618,51.11386,4.21982399,13.478155,14.765516,1.212818312,-1.542174828
L107,2015,na,na,0,0,0,0,0,19a,aa,758,3.9405144,10.2,2.588494538,247.95976,698.4878203,0.9824565,4.2633,5.4431951,9.7064951,55.06632528,26.6898855,7.543326,4.349169,1.0940261,0.7895454,30.398618,51.11386,4.21982399,13.478155,14.765516,1.22472796,-1.70665671
L193,2017,na,na,1,1,0,0,0,19a,aa,1186,3.9405144,10.2,2.588494538,247.95976,698.4878203,0.9824565,4.2633,5.4431951,9.7064951,55.06632528,26.6898855,7.543326,4.349169,1.0940261,0.7895454,30.398618,51.11386,4.21982399,13.478155,14.765516,1.213090222,-1.545930122
L195,2017,na,na,0,0,1,2,0,19a,aa,1180,3.9405144,10.2,2.588494538,247.95976,698.4878203,0.9824565,4.2633,5.4431951,9.7064951,55.06632528,26.6898855,7.543326,4.349169,1.0940261,0.7895454,30.398618,51.11386,4.21982399,13.478155,14.765516,1.213253368,-1.548183298
L077,2015,F,fawn,0,0,0,0,0,19c,ab,976,3.0513266,5,1.638631538,201.2458668,52.65764327,20.38932,11.507544,15.3146915,26.8222355,22.13820171,27.1819332,3.034149,10.72869,4.5860015,2.785686,33.33915,15.72487,3.4034106,44.746887,20.791426,-0.444543613,-1.084309923
L127,2016,F,adult,0,0,1,2,0,19c,ab,1125,3.0513266,5,1.638631538,201.2458668,52.65764327,20.38932,11.507544,15.3146915,26.8222355,22.13820171,27.1819332,3.034149,10.72869,4.5860015,2.785686,33.33915,15.72487,3.4034106,44.746887,20.791426,-0.448595068,-1.02835604
L128,2016,M,adult,1,2,0,0,0,19c,ab,1669,3.0513266,5,1.638631538,201.2458668,52.65764327,20.38932,11.507544,15.3146915,26.8222355,22.13820171,27.1819332,3.034149,10.72869,4.5860015,2.785686,33.33915,15.72487,3.4034106,44.746887,20.791426,-0.463386959,-0.82406804
L191,2017,F,adult,1,2,0,0,0,19c,ab,1008,3.0513266,5,1.638631538,201.2458668,52.65764327,20.38932,11.507544,15.3146915,26.8222355,22.13820171,27.1819332,3.034149,10.72869,4.5860015,2.785686,33.33915,15.72487,3.4034106,44.746887,20.791426,-0.445413724,-1.072292982
L181,2017,F,fawn,0,0,0,0,0,glenwood,ac,656,0.05629983,1.5,26.64306446,244.1482063,28.98192722,0,18.45804,81.5024588,99.9604988,0.02734133,0,0.01216038,43.32249,38.1799688,0,3.34127,0.003956449,0.17111913,96.483654,20.605403,-5.925136499,-2.024272091
L237,2018,M,0.5,0,0,0,0,0,glenwood,ac,464,0.05629983,1.5,26.64306446,244.1482063,28.98192722,0,18.45804,81.5024588,99.9604988,0.02734133,0,0.01216038,43.32249,38.1799688,0,3.34127,0.003956449,0.17111913,96.483654,20.605403,-5.919915831,-2.096373738
L238,2018,F,1.5,0,0,0,0,0,glenwood,ac,910,0.05629983,1.5,26.64306446,244.1482063,28.98192722,0,18.45804,81.5024588,99.9604988,0.02734133,0,0.01216038,43.32249,38.1799688,0,3.34127,0.003956449,0.17111913,96.483654,20.605403,-5.932043006,-1.92888762
L267,2018,F,adult,0,0,1,1,0,glenwood,ac,1266,0.05629983,1.5,26.64306446,244.1482063,28.98192722,0,18.45804,81.5024588,99.9604988,0.02734133,0,0.01216038,43.32249,38.1799688,0,3.34127,0.003956449,0.17111913,96.483654,20.605403,-5.941722994,-1.79519915
